Iter. #	RelGap			SPTT			TSTT		Runtime
1	4.3799614015251793E303	41043.58395113545	1.7976931348623157E308	0.016 s
2	0.013480426409961943	42437.32235119476	43009.39555218587	0.031 s
3	0.001175067268621266	41678.87986719563	41727.85535472037	0.000 s
4	6.473151265029564E-4	41699.111947077865	41726.10441300295	0.015 s
5	4.343976789520365E-4	41712.36963179382	41730.489388345464	0.000 s
6	4.11414676659172E-4	41717.679317395814	41734.84258294315	0.000 s
7	4.1411602769581E-4	41618.87955669108	41636.11460177024	0.016 s
8	3.1836069352864094E-4	41636.75602406069	41650.011530584794	0.000 s
9	2.543871974154399E-4	41650.81683045396	41661.41226501752	0.000 s
10	2.092941333280418E-4	41662.14748361958	41670.86712666975	0.016 s
11	1.761738422541015E-4	41671.464118539356	41678.805540485475	0.000 s
12	1.510400470479123E-4	41679.25542918544	41685.55066588638	0.000 s
13	1.3145372545575462E-4	41685.86519897464	41691.3449612539	0.015 s
14	1.1585059900975914E-4	41691.541816952675	41696.37180704581	0.000 s
15	1.0318773892481481E-4	41696.46898715757	41700.771551513506	0.000 s
16	9.89807206246418E-5	41700.52544704014	41704.65299509931	0.000 s
