Link	LinkState	VOT	VOTFlow	TotalCostForThisVOT
79235	7923501	0.35	1981.137698343997	0.5140648316745932
79235	7923501	1.0	0.7718175359999998	1.468756661927409
79235	7923501	0.17	4700.433112367992	0.24968863252765955
79235	7923501	0.45	825.6747798960024	0.6609404978673341
79235	7923501	0.9	14.86208172000003	1.3218809957346682
79237	7923701	0.35	570.5286781767987	0.10007587138436597
79237	7923701	1.0	228.69648031999986	0.2859310610981885
79237	7923701	0.17	0.0	0.04860828038669205
79237	7923701	0.45	2474.462628179735	0.12866897749418482
79237	7923701	0.9	4402.637477370011	0.25733795498836964
75397	7539701	0.35	2760.5979929266646	1.1818514594691287
75397	7539701	1.0	9.573135711999972	3.3767184556260825
75397	7539701	0.17	6578.642355880001	0.5740421374564341
75397	7539701	0.45	5390.427973790673	1.5195233050317372
75397	7539701	0.9	184.3398454066668	3.0390466100634743
75399	7539901	0.35	2760.5979929266646	0.07676189289103247
75399	7539901	1.0	9.573135711999972	0.21931969397437848
75399	7539901	0.17	6578.642355880001	0.037284347975644345
75399	7539901	0.45	5390.427973790673	0.09869386228847031
75399	7539901	0.9	184.3398454066668	0.19738772457694062
79497	7949701	0.35	200.75281866266664	0.26637876151170464
79497	7949701	1.0	879.8961987199983	0.641942747176299
79497	7949701	0.17	13.595971135599957	0.16237642701997085
79497	7949701	0.45	6393.843534192367	0.32415783622933453
79497	7949701	0.9	16942.108245369986	0.5841636724586691
79499	7949901	0.35	45.840327866666556	0.13800012023470531
79499	7949901	1.0	0.010743040000000013	0.3942860578134438
79499	7949901	0.17	107.76611999999993	0.06702862982828545
79499	7949901	0.45	1.1926373066666636	0.1774287260160497
79499	7949901	0.9	0.206867466666667	0.3548574520320994
79498	7949801	0.35	0.1533121333333328	0.03920002912918151
79498	7949801	1.0	8.046536959999987	0.1120000832262329
79498	7949801	0.17	0.0	0.019040014148459593
79498	7949801	0.45	161.43972269333344	0.050400037451804804
79498	7949801	0.9	154.94373253333282	0.10080007490360961
79245	7924501	0.35	2085.593288849465	0.26308400524155806
79245	7924501	1.0	0.5912572064000001	0.7516685864044517
79245	7924501	0.17	4927.817310858386	0.1277836596887568
79245	7924501	0.45	8621.422106962911	0.33825086388200326
79245	7924501	0.9	11.385220611333343	0.6765017277640065
79245	7924502	0.35	25.35511863733333	0.39416213475314327
79245	7924502	1.0	0.16893063040000023	1.1261775278661237
79245	7924502	0.17	1407.947803102403	0.19145017973724104
79245	7924502	0.45	9.484798810666668	0.5067798875397557
79245	7924502	0.9	3.2529201746666705	1.0135597750795113
79245	7924503	0.35	297.941898407067	0.15768309912854667
79245	7924503	1.0	0.08446531520000011	0.4505231403672762
79245	7924503	0.17	703.9739015512015	0.07658893386243695
79245	7924503	0.45	1233.1896065093322	0.2027354131652743
79245	7924503	0.9	2.7575174506666675	0.4054708263305486
79500	7950001	0.35	1882.2716044820802	0.19886678089598614
79500	7950001	1.0	0.4699045119999992	0.5681908025599605
79500	7950001	0.17	4594.860369660386	0.09659243643519329
79500	7950001	0.45	4413.945649386895	0.2556858611519822
79500	7950001	0.9	9.500881852000001	0.5113717223039644
79246	7924601	0.35	1981.137698343997	0.03807887642034023
79246	7924601	1.0	0.7718175359999998	0.10879678977240066
79246	7924601	0.17	4700.433112367992	0.018495454261308115
79246	7924601	0.45	825.6747798960024	0.048958555397580296
79246	7924601	0.9	14.86208172000003	0.09791711079516059
75409	7540901	0.35	1981.137698343997	0.5045451125695081
75409	7540901	1.0	0.7718175359999998	1.4415574644843088
75409	7540901	0.17	4700.433112367992	0.2450647689623325
75409	7540901	0.45	825.6747798960024	0.648700859017939
75409	7540901	0.9	14.86208172000003	1.297401718035878
90001	9000101	0.35	45.99363999999987	0.0
90001	9000101	1.0	8.057279999999981	0.0
90001	9000101	0.17	107.76611999999993	0.0
90001	9000101	0.45	162.63236000000003	0.0
90001	9000101	0.9	155.15059999999968	0.0
75411	7541101	0.35	218.82099114400057	0.8656134529674532
75411	7541101	1.0	219.96799775999978	2.4731812941927234
75411	7541101	0.17	461.09665963200035	0.420440820012763
75411	7541101	0.45	6948.131166671999	1.1129315823867256
75411	7541101	0.9	4235.693290199996	2.2258631647734513
90003	9000301	0.35	0.0	0.0
90003	9000301	1.0	0.0	0.0
90003	9000301	0.17	0.0	0.0
90003	9000301	0.45	0.0	0.0
90003	9000301	0.9	0.0	0.0
90002	9000201	0.35	6.090528443999979	0.0
90002	9000201	1.0	887.8241852479981	0.0
90002	9000201	0.17	0.0	0.0
90002	9000201	0.45	1247.5844519674108	0.0
90002	9000201	0.9	17094.76917642997	0.0
79509	7950901	0.35	0.0	0.17400005
79509	7950901	1.0	0.0	0.497143
79509	7950901	0.17	0.0	0.08451431000000001
79509	7950901	0.45	0.0	0.22371435
79509	7950901	0.9	0.0	0.4474287
90005	9000501	0.35	5075.440369999998	0.0
90005	9000501	1.0	889.1282399999997	0.0
90005	9000501	0.17	11892.090209999984	0.0
90005	9000501	0.45	17946.63012999998	0.0
90005	9000501	0.9	17121.011049999976	0.0
75412	7541201	0.35	2760.5979929266646	0.09604303994688006
75412	7541201	1.0	9.573135711999972	0.27440868556251446
75412	7541201	0.17	6578.642355880001	0.04664947654562746
75412	7541201	0.45	5390.427973790673	0.12348390850313151
75412	7541201	0.9	184.3398454066668	0.24696781700626302
90004	9000401	0.35	5069.349841555995	0.0
90004	9000401	1.0	1.3040547520000003	0.0
90004	9000401	0.17	11892.090209999984	0.0
90004	9000401	0.45	16699.045678032584	0.0
90004	9000401	0.9	26.241873569999917	0.0
79511	7951101	0.35	5069.349841555995	0.21306674707049883
79511	7951101	1.0	1.3040547520000003	0.6087621344871396
79511	7951101	0.17	11892.090209999984	0.10348956286281373
79511	7951101	0.45	16699.045678032584	0.2739429605192128
79511	7951101	0.9	26.241873569999917	0.5478859210384256
79510	7951001	0.35	5.413803061333345	0.39987194295980244
79510	7951001	1.0	710.354188543998	0.8549145513137214
79510	7951001	0.17	0.0	0.2738601437233326
79510	7951001	0.45	1242.7986839327457	0.46987849809117466
79510	7951001	0.9	13677.64158232264	0.7849079961823493
79510	7951002	0.35	0.6767253826666682	0.44613775665580246
79510	7951002	1.0	177.46999670399953	0.81039359044515
79510	7951002	0.17	0.0	0.34526691037567553
79510	7951002	0.45	4.785768034666664	0.5021771157003175
79510	7951002	0.9	3417.127594107328	0.7543542314006351
79899	7989901	0.35	218.82099114400057	0.05689664989799258
79899	7989901	1.0	219.96799775999978	0.16256185685140737
79899	7989901	0.17	461.09665963200035	0.027635515664739253
79899	7989901	0.45	6948.131166671999	0.07315283558313332
79899	7989901	0.9	4235.693290199996	0.14630567116626664
79515	7951501	0.35	194.81560235199996	0.07732019078482719
79515	7951501	1.0	0.1185504320000003	0.22091483081379196
79515	7951501	0.17	13.595971135599957	0.03755552123834464
79515	7951501	0.45	5307.6988049183055	0.09941167386620638
79515	7951501	0.9	2.2828014733333295	0.19882334773241275
79258	7925801	0.35	2058.292879041274	0.10502276207004914
79258	7925801	1.0	0.8446531519999989	0.3000650344858547
79258	7925801	0.17	6001.1843782128	0.0510110558625953
79258	7925801	0.45	8510.09200601387	0.13502926551863462
79258	7925801	0.9	17.395658236666687	0.27005853103726923
79517	7951701	0.35	1055.4975736143997	0.1624918843272793
79517	7951701	1.0	0.24032377599999946	0.4642625266493694
79517	7951701	0.17	2576.3016126763982	0.07892462953039281
79517	7951701	0.45	2256.5573210245875	0.20891813699221623
79517	7951701	0.9	5.080086132000022	0.41783627398443246
79901	7990101	0.35	2760.5979929266646	0.04482314664305979
79901	7990101	1.0	9.573135711999972	0.12806613326588512
79901	7990101	0.17	6578.642355880001	0.02177124265520047
79901	7990101	0.45	5390.427973790673	0.0576297599696483
79901	7990101	0.9	184.3398454066668	0.1152595199392966
