Iter. #	RelGap	SPTT	TSTT	SORobjective	Runtime
54	0.0012785611755223858	93406.21711652502	93525.64267928262	84087.637301456	0.000 s
55	0.001129214526871536	93371.3767876441	93476.8131027067	84051.91815188594	0.031 s
56	0.0012700309158597545	93312.66009807633	93431.170061242	84018.90879462691	0.000 s
57	0.0011636175570119978	93391.84932876076	93500.52172432153	84072.5316469567	0.000 s
58	0.0010635022086835644	93355.90443543447	93455.1886459952	84039.44326613666	0.000 s
59	0.0011983982327650189	93411.25380318968	93523.19768466779	84092.32593776206	0.000 s
60	0.001061107752015067	93379.1325108193	93478.21783220296	84059.22455016836	0.000 s
61	0.0010882963621974273	93334.50229380628	93436.07789312013	84028.56712712768	0.000 s
62	0.0011004218337347105	93397.67937738255	93500.45622298957	84078.42801597076	0.000 s
63	9.716347791972613E-4	93367.69938138899	93458.41868536158	84047.55154104455	0.015 s
64	0.0011857729329740607	93308.1443907897	93418.78666283435	84018.72626176829	0.000 s
65	0.001160880970771716	93439.18461218307	93547.65638352379	84114.60884942616	0.000 s
66	0.0010323167073789108	93409.17647829144	93505.60433179248	84083.37226253477	0.000 s
67	9.110380864936207E-4	93380.77183863417	93465.84527832533	84054.10093254867	0.000 s
68	0.0010681897574613686	93328.5362572323	93428.22884374115	84026.65915507296	0.000 s
69	9.496697897721784E-4	93397.14741487445	93485.84386422524	84071.1638082052	0.000 s
70	9.023753265691159E-4	93364.17271318726	93448.42223902918	84043.66446904553	0.000 s
71	9.854037051784115E-4	93412.95264083872	93505.00211048266	84087.5540990902	0.016 s
72	8.717768867365638E-4	93386.40562814187	93467.8177381039	84060.05149701968	0.000 s
73	9.312518323314478E-4	93345.57193452935	93432.5001694334	84034.14676059334	0.000 s
74	9.077471826215433E-4	93401.75110132938	93486.53627774354	84075.9264132903	0.000 s
75	8.006544848166985E-4	93376.64911447428	93451.41154736494	84049.99854162718	0.000 s
76	9.553327834990188E-4	93328.93493164389	93418.09512283314	84025.63372624517	0.000 s
77	8.395884946870158E-4	93391.40284036985	93469.81318769729	84065.5016164776	0.000 s
78	8.13660740440092E-4	93360.5592329889	93436.52305474233	84040.96822705133	0.000 s
79	8.75103690239909E-4	93405.7325520315	93487.47225327734	84080.41076095936	0.000 s
80	7.738052421240038E-4	93382.09925851862	93454.35881644541	84055.8671870744	0.000 s
81	8.688786603743281E-4	93341.64310218903	93422.7456640048	84032.60965100699	0.015 s
82	9.345531066902169E-4	93438.05691836152	93525.37974473767	84109.05730085002	0.000 s
83	8.332797275620862E-4	93414.41034319374	93492.25067759489	84084.29750351679	0.000 s
84	7.366453223163205E-4	93391.76932442911	93460.5659344448	84060.78036102412	0.000 s
85	8.211569133445007E-4	93353.59176066541	93430.24970792522	84038.43726847971	0.000 s
86	7.732245716289832E-4	93404.65851310261	93476.88129016955	84074.46576567518	0.000 s
87	6.957783622776326E-4	93381.72372784867	93446.69671065069	84052.09947923754	0.000 s
88	8.072653796988849E-4	93417.21122246869	93492.6237029566	84087.69914467934	0.000 s
89	7.155468894337602E-4	93395.7654288293	93462.59447826818	84065.33903634053	0.000 s
90	7.253000466078685E-4	93366.0717181507	93433.79013431947	84044.03146904822	0.000 s
91	7.51325089856314E-4	93407.92938278984	93478.10910372665	84078.31359397394	0.000 s
92	6.637397877946594E-4	93387.44191859718	93449.42687947891	84056.99129489374	0.016 s
93	7.514563254555906E-4	93351.72842937977	93421.87817620023	84036.64251840946	0.000 s
94	6.973556012441762E-4	93399.42131655419	93464.55392616226	84069.55655857782	0.000 s
95	6.413486185532502E-4	93377.22973383447	93437.11709112859	84049.19371341735	0.000 s
96	7.304606104800992E-4	93411.02448459023	93479.25755856081	84081.80627252442	0.000 s
97	6.469827240107584E-4	93391.52010676729	93451.94280684547	84061.44369754377	0.000 s
98	6.709032988405639E-4	93363.01467835139	93425.6522328888	84041.96195647148	0.000 s
99	6.815328742493243E-4	93402.77608803156	93466.43315048171	84073.46344149117	0.000 s
100	6.015022946519455E-4	93384.06861404213	93440.23934559741	84053.96587286425	0.000 s
101	7.609459952224729E-4	93343.96980033214	93414.99952032987	84035.28835912904	0.000 s
102	7.356375483531519E-4	93428.49123683751	93497.22074307731	84096.40536649144	0.000 s
103	6.555426668888309E-4	93409.76906104595	93471.0031501697	84076.76398002575	0.016 s
104	5.784434817208695E-4	93391.689326122	93445.71114005959	84057.92048302865	0.000 s
105	6.84285766844539E-4	93357.42221592725	93421.30537117891	84039.83921739338	0.000 s
106	6.116632796830945E-4	93402.09922207375	93459.22985641322	84069.08171677229	0.000 s
107	5.860438886136077E-4	93380.18069655003	93434.90558076488	84050.98485452146	0.000 s
108	6.427954216623455E-4	93412.30638962162	93472.3513924958	84079.933900436	0.000 s
109	5.688487512187645E-4	93394.99512669684	93448.12275304474	84061.83836443452	0.000 s
110	6.128982308000186E-4	93367.47959802215	93424.70436108204	84044.4405419132	0.000 s
111	6.012113326128166E-4	93404.9253405298	93461.08144016638	84072.51934054811	0.000 s
112	5.299937542768696E-4	93388.2449396097	93437.74012615057	84055.11063716395	0.000 s
113	6.479340170810755E-4	93354.67169793702	93415.15936538354	84038.35654755299	0.000 s
114	6.530560897468618E-4	93427.88399787997	93488.89764647695	84093.20603132558	0.015 s
115	5.817473267000217E-4	93411.18985899485	93465.53156897919	84075.67898273698	0.000 s
116	5.176773121953193E-4	93394.55762845323	93442.90587202	84058.79076635807	0.000 s
117	6.112643944768958E-4	93420.45594808238	93477.56054651923	84085.60958255612	0.000 s
118	5.425264889185044E-4	93404.34756749026	93455.02190022578	84068.72827510415	0.000 s
119	5.441809203297066E-4	93382.36308917026	93433.17998945869	84052.44781607956	0.000 s
120	5.731636009069785E-4	93413.3796133525	93466.92076238457	84078.52184534816	0.000 s
121	5.067891026688809E-4	93397.81740118883	93445.15039726082	84062.23778520378	0.000 s
122	5.67408273868697E-4	93371.05751974377	93424.03703032034	84046.5200405158	0.000 s
123	5.357339097717961E-4	93406.77077666762	93456.81195117495	84071.79039023275	0.000 s
124	4.871727895989775E-4	93390.26934465606	93435.7665426941	84056.0700162351	0.000 s
125	5.642528491403009E-4	93415.5108564487	93468.22082460336	84081.15834538519	0.000 s
126	5.004886533004349E-4	93400.5019889243	93447.24788038232	84065.44156244182	0.000 s
127	5.108258593014003E-4	93379.24395432712	93426.944486861	84050.31089906678	0.000 s
128	5.302573610337369E-4	93409.0217030369	93458.55252438188	84074.70286508527	0.000 s
129	4.6831128378554965E-4	93394.5077226383	93438.24542444841	84059.50363499396	0.000 s
130	5.349305686912498E-4	93368.56807596021	93418.51377717897	84044.80066578613	0.000 s
131	4.96231985410045E-4	93402.9643362417	93449.31387467746	84068.52875130602	0.032 s
132	4.6043953646757174E-4	93386.64068074367	93429.63958229098	84053.82196123917	0.000 s
133	5.237491367966474E-4	93411.23118822099	93460.15523992293	84077.38870184426	0.000 s
134	4.639230340426348E-4	93397.21303702758	93440.54215547084	84062.68331828371	0.000 s
135	4.934711309614315E-4	93375.44437816367	93421.52246430499	84048.4980787423	0.000 s
136	5.711610455769733E-4	93430.146482533	93483.51014268638	84094.64714579396	0.000 s
137	5.111877583126034E-4	93416.12477546424	93463.87795487845	84079.85922767261	0.000 s
138	4.52922008127965E-4	93402.4649427135	93444.76897469946	84065.52379791475	0.000 s
139	4.8079794714661617E-4	93381.2688758446	93426.16639822205	84051.62558996832	0.000 s
140	4.794519931641261E-4	93410.26934736274	93455.05508718333	84073.90612166098	0.015 s
141	4.229292043516075E-4	93397.0060545715	93436.50637603097	84060.00817226584	0.000 s
142	5.03517928893249E-4	93371.4249708954	93418.43915741456	84046.52574715485	0.000 s
143	4.503416736634236E-4	93404.63165626817	93446.69565441617	84068.2951930414	0.000 s
144	4.345583404348208E-4	93388.09052148953	93428.67309512293	84054.80660676824	0.000 s
145	4.7622832385751934E-4	93412.16372163285	93456.64923978991	84076.39936129465	0.000 s
146	4.2141517559945996E-4	93399.31817561344	93438.6780656833	84062.91237724999	0.000 s
147	4.572109670508695E-4	93378.46377052333	93421.15742824558	84049.81450261317	0.000 s
148	4.470430123697522E-4	93406.74267381578	93448.49950543634	84070.88629583817	0.000 s
149	3.937768987072321E-4	93394.24868900073	93431.02518660658	84057.78745599547	0.000 s
150	5.019784397346516E-4	93367.11217783144	93413.980455125	84045.05947223936	0.000 s
151	4.906647121756258E-4	93423.82462534243	93469.66439936256	84086.46131026233	0.000 s
152	4.373062970550734E-4	93411.3218893786	93452.17124865706	84073.29372756738	0.016 s
153	3.9250073897934E-4	93398.4401888372	93435.09914563083	84060.49027718313	0.000 s
154	4.619737523015033E-4	93418.32938522723	93461.48620138706	84080.87428849391	0.000 s
155	4.100765394154937E-4	93406.15845394916	93444.46212816804	84068.074693154	0.000 s
156	4.14910976410221E-4	93389.09201748176	93427.84017683679	84055.62271030988	0.000 s
157	4.3554452120631026E-4	93413.01595533664	93453.70148264534	84075.58108533597	0.000 s
158	3.850128697950872E-4	93401.15949447564	93437.12014293479	84063.1276314713	0.000 s
159	4.34731961115542E-4	93380.32790761456	93420.92332069544	84051.00644335823	0.000 s
160	4.0919290206908876E-4	93407.98533999	93446.20722458769	84070.48432340608	0.000 s
161	3.753622348394714E-4	93394.9931554905	93430.05010884417	84058.36271129803	0.015 s
162	4.3407053099553394E-4	93414.63064617904	93455.17918450637	84077.76888465557	0.000 s
163	3.8491007636531904E-4	93403.10921747275	93439.0610153744	84065.64681416769	0.000 s
164	3.957093750055485E-4	93386.35129838786	93423.3051530942	84053.83801864642	0.000 s
165	4.085358940288941E-4	93409.72561001488	93447.88683577796	84072.78794807312	0.000 s
166	3.6062367983036303E-4	93398.48744600736	93432.16915224073	84060.97969828254	0.000 s
167	4.2134550992556363E-4	93377.45444863991	93416.79861980013	84049.47149797718	0.000 s
168	4.4881552154185655E-4	93425.00987378685	93466.94046831841	84086.77556330228	0.000 s
169	4.008261877754826E-4	93413.76544729742	93451.20813078742	84074.91300306602	0.000 s
170	3.539539531742797E-4	93402.75644245386	93435.81671733405	84063.34557072636	0.000 s
171	4.156393729795038E-4	93381.94411171529	93420.75732441348	84052.06517090634	0.000 s
172	3.7682129038829615E-4	93409.07229281774	93444.2708199731	84070.17292076365	0.000 s
173	3.6067427526109697E-4	93395.56047935238	93429.24585544088	84058.89246541583	0.000 s
174	4.0034298535185364E-4	93415.22916564254	93452.62729736403	84076.94025832982	0.000 s
175	3.546534034857274E-4	93404.50975508188	93437.63598236743	84065.65954516955	0.000 s
176	3.7972921708595564E-4	93387.49684587594	93422.95880693884	84054.65056469922	0.000 s
177	3.7702148230045474E-4	93410.64625234505	93445.86407265774	84072.30147572294	0.000 s
178	3.3241415120732754E-4	93400.17253948085	93431.22007855818	84061.29318940543	0.000 s
179	3.9933184764473495E-4	93379.58851517402	93416.8779587881	84050.54592676819	0.000 s
180	3.5546450593715306E-4	93406.18667283143	93439.38925682857	84067.87989164339	0.000 s
181	3.4602745367995347E-4	93392.75884922044	93425.07530775719	84057.12964838135	0.000 s
182	3.7734937160460724E-4	93412.1532554088	93447.40227273996	84074.34540336841	0.000 s
183	3.3381236123997127E-4	93401.94159449599	93433.12031716404	84063.59649476974	0.000 s
184	3.653495370445903E-4	93385.00654391802	93419.12471282575	84053.09532487347	0.016 s
185	3.554943461561155E-4	93407.84034655387	93441.04630568373	84069.97862816276	0.000 s
186	3.1518646720640753E-4	93397.64247166816	93427.08014464422	84059.47746905842	0.000 s
187	3.7778375900221484E-4	93413.59713481461	93448.88727468211	84076.30894321989	0.000 s
188	3.3526682689788423E-4	93403.63467244944	93434.94981266679	84065.8075026588	0.000 s
189	3.38700699477279E-4	93389.65320647141	93421.28434733638	84055.54150536309	0.000 s
190	4.134470307746163E-4	93427.04950061053	93465.67663682059	84088.58197435465	0.000 s
191	3.7088350750158483E-4	93417.0840213307	93451.73087711309	84078.04175329431	0.000 s
192	3.2919892933391814E-4	93407.30314413342	93438.05272832043	84067.73348305825	0.000 s
193	3.352738103996611E-4	93393.3236635526	93424.63599904317	84057.65152943596	0.000 s
194	3.508223238557484E-4	93412.82959533884	93445.60090129542	84073.81803687474	0.000 s
195	3.1002607550756345E-4	93403.25286730059	93432.21031122668	84063.73538775921	0.000 s
196	3.5265211313362244E-4	93386.13903481836	93419.07185408639	84053.87094397255	0.000 s
197	3.306268243778998E-4	93408.76729900151	93439.65074310264	84069.71578320056	0.000 s
198	3.055692318674197E-4	93397.99876125461	93426.53831599404	84059.85154208384	0.000 s
199	3.509988743735093E-4	93414.1999938889	93446.98827293726	84075.62277228625	0.000 s
200	3.1111371937231347E-4	93404.84347757211	93433.90300583381	84065.76023473631	0.000 s
201	3.2425628258292427E-4	93390.77539337525	93421.05793903185	84056.10567019222	0.000 s
202	3.320945639793127E-4	93410.17456034516	93441.19557153701	84071.62577832045	0.000 s
203	2.930240877312418E-4	93401.0051546997	93428.37389902835	84061.97008340446	0.015 s
204	3.5418621324523336E-4	93382.70936978197	93415.78423799622	84052.51520806755	0.000 s
205	3.658451478540936E-4	93422.65656750152	93456.83479310638	84083.03650883868	0.000 s
206	3.2672542076372935E-4	93413.48324215141	93444.0038017687	84073.34579049982	0.000 s
207	2.883570758958065E-4	93404.46754532693	93431.4013844639	84063.85315810646	0.000 s
208	3.427469106673797E-4	93387.01452250167	93419.02263322572	84054.55414554874	0.000 s
209	3.0874028159910694E-4	93409.60013177745	93438.4394380262	84069.5064975563	0.000 s
210	2.972715914841828E-4	93398.31749981761	93426.08216630273	84060.20611875613	0.000 s
211	3.28148522792171E-4	93414.70482067305	93445.35871806703	84075.06743899155	0.000 s
212	2.905753281621237E-4	93405.88412782858	93433.0255732613	84065.76864944444	0.000 s
213	3.146579664341509E-4	93391.51975119632	93420.90613688342	84056.6549423322	0.000 s
214	3.1056486024017005E-4	93410.89695422334	93439.90709638083	84071.29522824255	0.016 s
215	2.7371654401897594E-4	93402.24278689397	93427.80852599321	84062.18062770832	0.000 s
216	3.3061329815264884E-4	93385.0424437908	93415.91678067126	84053.24509438076	0.000 s
217	2.9279032916429415E-4	93407.24942458709	93434.59816389246	84067.61905638751	0.000 s
218	2.881556329421553E-4	93395.8148376841	93422.72736782281	84058.6834528893	0.000 s
219	3.1166795537540537E-4	93412.18878390273	93441.30236978816	84072.99684589285	0.000 s
220	2.7556678090334685E-4	93403.71442090427	93429.45338181166	84064.06230177205	0.000 s
221	3.0418178885471825E-4	93389.4285903651	93417.83595381383	84055.33282268573	0.000 s
222	3.442812534550921E-4	93423.6292509364	93455.79325511724	84083.56734668618	0.000 s
223	3.0811879565373346E-4	93415.1515044493	93443.93446842665	84074.60127886457	0.000 s
224	2.72599101096338E-4	93406.80832895511	93432.27094094187	84065.80452658187	0.000 s
225	3.0609266919934264E-4	93392.21212516382	93420.79879665564	84057.1735612905	0.000 s
226	2.909728116662347E-4	93411.57839578907	93438.75862539707	84071.002503662	0.000 s
227	2.6556534913058094E-4	93402.50219257447	93427.3066606789	84062.3722814315	0.016 s
228	3.091638107797223E-4	93416.28701936858	93445.16795465238	84076.14485166338	0.000 s
229	2.743372101161601E-4	93408.11158957669	93433.7369103124	84067.51635461941	0.000 s
230	2.8212764698221093E-4	93396.1396858986	93422.4893190254	84059.04683423271	0.000 s
231	2.9307043327708726E-4	93412.73875806434	93440.11526988576	84072.6309060331	0.000 s
232	2.5886743511804866E-4	93404.7064640394	93428.8859008297	84064.16102634651	0.000 s
233	2.9716365751730756E-4	93390.0823633642	93417.83450181513	84055.84532799991	0.000 s
234	2.767617002865652E-4	93409.331816391	93435.18394188714	84069.19869298702	0.000 s
235	2.581804908703411E-4	93400.0368436607	93424.15091102029	84060.8833669467	0.000 s
236	2.9448232415107967E-4	93413.89951144317	93441.40825367933	84074.18408354383	0.000 s
237	2.610958473387992E-4	93406.0063498883	93430.39427026275	84065.87002322318	0.000 s
238	2.7323985884075697E-4	93394.06298857881	93419.58196916638	84057.73486106153	0.000 s
239	2.7940428973383113E-4	93410.49823507416	93436.59752898721	84070.83770003996	0.000 s
240	2.4641943124281696E-4	93402.75424130322	93425.77049487988	84062.67057182992	0.000 s
241	3.0801503404886965E-4	93386.34499361308	93415.109391846	84054.6472088108	0.000 s
242	3.087616489509948E-4	93421.02761170984	93449.87244224192	84080.48588272512	0.000 s
243	2.7573830314508996E-4	93413.28075367238	93439.03837319862	84072.29373202902	0.000 s
244	2.4325483505571732E-4	93405.64677740619	93428.3681526063	84064.24368559987	0.000 s
245	2.91075978573474E-4	93390.67501125656	93417.85879337511	84056.3330236945	0.000 s
246	2.6104017821881875E-4	93409.99506336257	93434.37882512133	84069.05081503693	0.016 s
247	2.532356339963737E-4	93400.2326402383	93423.88490736636	84061.13935943888	0.000 s
248	2.780165945173163E-4	93414.32867721198	93440.29941074994	84073.78734816388	0.000 s
249	2.461044153982961E-4	93406.83490724424	93429.82274174328	84065.87708941159	0.000 s
250	2.683531162781527E-4	93394.4381416136	93419.50083013196	84058.10097431755	0.000 s
251	2.6295176184243374E-4	93411.13283793768	93435.6954598931	84070.56890482755	0.000 s
252	2.3239561087318172E-4	93403.68317203151	93425.38977804007	84062.79343905245	0.000 s
253	2.802724016990332E-4	93415.34488613036	93441.52662919713	84075.23791588568	0.015 s
254	2.489117331845314E-4	93407.98623923052	93431.2365829786	84067.46267754778	0.000 s
255	2.468317933286279E-4	93398.04192539246	93421.09553157429	84059.81663238724	0.016 s
256	2.654738176832705E-4	93412.19998534487	93436.99847869316	84072.06547844961	0.000 s
257	2.3462801601414895E-4	93404.95783529524	93426.87325523802	84064.42029671613	0.000 s
258	2.704549957892599E-4	93391.63475155234	93416.89298573583	84056.900769	0.000 s
259	2.9363167074536456E-4	93421.99347241604	93449.42512844372	84081.09475396227	0.000 s
260	2.627465575120169E-4	93414.74877448948	93439.29317815082	84073.42723631409	0.016 s
261	2.323339323391238E-4	93407.60273571496	93429.30449136892	84065.88402500274	0.000 s
262	2.6361149482023727E-4	93394.83667322817	93419.45662573208	84058.46289556072	0.000 s
263	2.485080864980116E-4	93411.69267909069	93434.9062400949	84070.35494908984	0.000 s
264	2.2933528696644778E-4	93403.65241803468	93425.07317146567	84062.93446210132	0.000 s
265	2.651375590363436E-4	93415.70303332355	93440.47104480147	84074.80606286424	0.000 s
266	2.3522642477313838E-4	93408.6800202981	93430.65221014204	84067.38580428949	0.000 s
267	2.4309183817505797E-4	93398.26483141961	93420.96918729985	84060.08332312528	0.000 s
268	2.511377137788262E-4	93412.69377398008	93436.1532243324	84071.77601632099	0.000 s
269	2.216958254654955E-4	93405.7769754583	93426.48464628811	84064.47435950254	0.015 s
270	2.574340918639617E-4	93392.90584177716	93416.94835967907	84057.28739619191	0.000 s
271	2.380728181894387E-4	93409.72624604864	93431.96456282234	84068.84651153843	0.000 s
272	2.2341419402960305E-4	93401.57370081892	93422.44093812838	84061.65895965551	0.000 s
273	2.5372853696414843E-4	93413.66646790499	93437.36818083035	84073.15865570257	0.000 s
274	2.2475626616280664E-4	93406.86488132288	93427.85865950758	84065.97209117694	0.000 s
275	2.3746194812623855E-4	93396.2987991752	93418.47686623584	84058.89629881331	0.000 s
276	2.4030024602872402E-4	93410.77544818766	93433.22208050959	84070.24698908279	0.000 s
277	2.119504058737398E-4	93404.05660290801	93423.85363061524	84063.17177386934	0.000 s
278	2.7380322851722205E-4	93389.06546824027	93414.63569587369	84056.2305161575	0.000 s
279	2.670315882624674E-4	93419.8358211508	93444.78186828534	84078.63268952104	0.016 s
280	2.384595007998147E-4	93413.13135892003	93435.40660759203	84071.53738172828	0.000 s
281	2.1029399991934206E-4	93406.51169888879	93426.15452785246	84064.54896951144	0.000 s
282	2.5291753092870906E-4	93393.4028490484	93417.02367790202	84057.66567557109	0.047 s
283	2.254921411251054E-4	93410.31552561847	93431.37881766951	84068.70976333054	0.000 s
284	2.2108370978268788E-4	93401.61093983147	93422.26051447773	84061.82689029713	0.000 s
285	2.4056495309143777E-4	93414.0802766398	93436.55243047963	84072.8348589596	0.000 s
286	2.128362484143942E-4	93407.56654303419	93427.44705907072	84065.95290948753	0.000 s
287	2.3485852955440478E-4	93396.5239247809	93418.45889505536	84059.17261900395	0.000 s
288	2.283506752398523E-4	93411.27245644227	93432.6029835827	84070.06308943879	0.000 s
289	2.029717619269622E-4	93404.66770143081	93423.62621140637	84063.28248939659	0.000 s
290	2.4319330164290776E-4	93414.97243164	93437.69032720853	84074.119162477	0.000 s
291	2.158816808790487E-4	93408.56099758628	93428.72619474292	84067.33961223629	0.000 s
292	2.164581637107421E-4	93399.6583393249	93419.87545786024	84060.65844326772	0.000 s
293	2.311611589462803E-4	93412.20385506166	93433.79712836452	84071.38197112127	0.000 s
294	2.042352095816824E-4	93405.8807771782	93424.9575468149	84064.70065864242	0.016 s
295	2.4289114697029213E-4	93393.54421880427	93416.22868387919	84058.11538267497	0.000 s
296	2.558110629578003E-4	93420.77217673676	93444.67024376962	84079.25821845056	0.000 s
297	2.2885779408587936E-4	93414.44729813092	93435.82592247533	84072.56041643267	0.000 s
298	2.022664458676271E-4	93408.19783723752	93427.09118142896	84065.9577399874	0.000 s
299	2.3170804313021875E-4	93396.82358837526	93418.46438360351	84059.44869760468	0.000 s
300	2.1722232350884774E-4	93411.74698454533	93432.03810126834	84069.89847218388	0.000 s
301	2.0130441849874892E-4	93404.61905293129	93423.42181545483	84063.38917740229	0.000 s
302	2.3153650916407642E-4	93415.29181872105	93436.9208692913	84073.78842382833	0.000 s
303	2.0532910471526833E-4	93409.13661867763	93428.31623307178	84067.28011252919	0.000 s
304	2.1416788642270035E-4	93399.81292676531	93419.81616729211	84060.86253454172	0.000 s
305	2.1954943008717365E-4	93412.65756749862	93433.1662632305	84071.13986391487	0.000 s
306	1.937033556094203E-4	93406.58411094222	93424.67727972052	84064.7229593551	0.015 s
307	2.271440800878377E-4	93395.07634387429	93416.29048257515	84058.39469816018	0.000 s
308	2.0833832717981338E-4	93410.05155283803	93429.51244672033	84068.5704770149	0.000 s
309	1.973589812593879E-4	93402.70157100681	93421.13543303573	84062.241838818	0.000 s
310	2.223529723079931E-4	93413.51576737654	93434.28654026115	84072.3697063204	0.000 s
311	1.9686934926022026E-4	93407.53130051661	93425.92038041975	84066.04185136428	0.000 s
312	2.1545731592653716E-4	93397.53011813216	93417.65329928558	84059.79996704536	0.000 s
313	2.4618737011317116E-4	93421.58660657235	93444.58582129084	84079.83061859278	0.000 s
314	2.2067555030291786E-4	93415.60046789143	93436.21500693157	84073.48764092103	0.000 s
315	1.9548800980584424E-4	93409.68184090217	93427.94231370185	84067.22986822159	0.000 s
316	2.1230839624575282E-4	93399.93676383143	93419.7663546152	84061.05603651899	0.000 s
317	2.092224778893481E-4	93413.06196399477	93432.6060762861	84070.93890897943	0.000 s
318	1.8438105598583832E-4	93407.21785974926	93424.44038121494	84064.76572131462	0.016 s
319	2.238578462649965E-4	93395.48473418545	93416.39204624892	84058.69736226177	0.000 s
320	1.9868333397088378E-4	93410.53838213132	93429.09749932509	84068.47058968087	0.000 s
321	1.9595769153868403E-4	93402.73223297577	93421.03521676756	84062.37888396755	0.000 s
322	2.1222479901306102E-4	93413.86626976494	93433.69100875907	84072.12371541133	0.000 s
323	1.8770483965391271E-4	93408.10563576756	93425.6387892583	84066.03275359329	0.000 s
324	2.0806951178187205E-4	93398.24508625557	93417.67841351195	84060.02149151923	0.000 s
