Link	LinkState	VOT	VOTFlow	TotalCostForThisVOT
75317	7531701	15.0	2099.53875184275	0.001473875919836231
75317	7531701	30.0	524.8846879606875	0.002947751839672462
75316	7531601	10.0	2297.076000000002	7.123342098191427E-4
75316	7531601	20.0	2297.076000000002	0.0014246684196382853
75316	7531601	25.0	1148.538000000001	0.0017808355245478562
75316	7531601	15.0	4594.152000000004	0.001068501314728714
75316	7531601	30.0	1148.538000000001	0.002137002629457428
79288	7928801	10.0	1285.551601965602	1.7118179835831315E-4
79288	7928801	20.0	1285.551601965602	3.423635967166263E-4
79288	7928801	25.0	642.775800982801	4.2795449589578285E-4
79288	7928801	15.0	2571.103203931204	2.5677269753746973E-4
79288	7928801	30.0	642.775800982801	5.135453950749395E-4
79292	7929201	10.0	1274.2637592137594	4.393996899617604E-4
79292	7929201	20.0	1274.2637592137594	8.787993799235208E-4
79292	7929201	25.0	637.1318796068797	0.0010984992249044008
79292	7929201	15.0	2548.5275184275188	6.590995349426405E-4
79292	7929201	30.0	637.1318796068797	0.001318199069885281
79294	7929401	10.0	3970.206240786242	0.0033523333103830356
79294	7929401	20.0	3970.206240786242	0.006704666620766071
79294	7929401	25.0	1985.103120393121	0.008380833275957587
79294	7929401	15.0	7940.412481572484	0.005028499965574553
79294	7929401	30.0	1985.103120393121	0.010056999931149106
79298	7929801	10.0	1274.2637592137594	0.0019397523602371779
79298	7929801	20.0	1274.2637592137594	0.0038795047204743557
79298	7929801	25.0	637.1318796068797	0.004849380900592944
79298	7929801	15.0	2548.5275184275188	0.0029096285403557667
79298	7929801	30.0	637.1318796068797	0.005819257080711533
79300	7930001	10.0	11.28784275184277	5.757583353600636E-4
79300	7930001	20.0	11.28784275184277	0.0011515166707201272
79300	7930001	25.0	5.643921375921385	0.001439395838400159
79300	7930001	15.0	22.57568550368554	8.636375030400954E-4
79300	7930001	30.0	5.643921375921385	0.0017272750060801907
79304	7930401	10.0	1274.2637592137594	0.0015240489227186696
79304	7930401	20.0	1274.2637592137594	0.003048097845437339
79304	7930401	25.0	637.1318796068797	0.0038101223067966736
79304	7930401	15.0	2548.5275184275188	0.0022860733840780042
79304	7930401	30.0	637.1318796068797	0.0045721467681560084
75236	7523601	10.0	1049.769375921375	8.448535208496692E-4
75236	7523601	20.0	1049.769375921375	0.0016897070416993384
75236	7523601	25.0	524.8846879606875	0.0021121338021241726
75236	7523601	15.0	2099.53875184275	0.0012672802812745037
75236	7523601	30.0	524.8846879606875	0.0025345605625490073
79207	7920701	10.0	0.0	0.3507928888888889
79207	7920701	20.0	0.0	0.3542817777777778
79207	7920701	25.0	0.0	0.35602622222222224
79207	7920701	15.0	0.0	0.3525373333333333
79207	7920701	30.0	0.0	0.3577706666666667
79209	7920901	10.0	0.0	9.111111111111112E-4
79209	7920901	20.0	0.0	0.0018222222222222225
79209	7920901	25.0	0.0	0.002277777777777778
79209	7920901	15.0	0.0	0.0013666666666666666
79209	7920901	30.0	0.0	0.0027333333333333333
75240	7524001	10.0	1247.306624078624	7.960546788406149E-4
75240	7524001	20.0	1247.306624078624	0.0015921093576812299
75240	7524001	25.0	623.653312039312	0.001990136697101537
75240	7524001	15.0	2494.613248157248	0.0011940820182609225
75240	7524001	30.0	623.653312039312	0.002388164036521845
79210	7921001	10.0	5244.469999999994	0.0011719837362673506
79210	7921001	20.0	5244.469999999994	0.0023439674725347012
79210	7921001	25.0	2622.234999999997	0.002929959340668376
79210	7921001	15.0	10488.939999999988	0.0017579756044010257
79210	7921001	30.0	2622.234999999997	0.0035159512088020514
79477	7947701	10.0	0.0	0.13406133333333334
79477	7947701	20.0	0.0	0.1353946666666667
79477	7947701	25.0	0.0	0.13606133333333334
79477	7947701	15.0	0.0	0.13472800000000001
79477	7947701	30.0	0.0	0.13672800000000002
79479	7947901	10.0	752.5891891891896	9.723257874376576E-4
79479	7947901	20.0	752.5891891891896	0.0019446515748753153
79479	7947901	25.0	376.2945945945948	0.002430814468594144
79479	7947901	15.0	1505.1783783783792	0.0014584886811564864
79479	7947901	30.0	376.2945945945948	0.002916977362312973
75385	7538501	10.0	4194.700624078628	0.0027456391702932416
75385	7538501	20.0	4194.700624078628	0.005491278340586483
75385	7538501	25.0	2097.350312039314	0.0068640979257331034
75385	7538501	15.0	8389.401248157255	0.004118458755439862
75385	7538501	30.0	2097.350312039314	0.008236917510879724
79225	7922501	10.0	1049.769375921375	0.001888496105428672
79225	7922501	20.0	1049.769375921375	0.003776992210857344
79225	7922501	25.0	524.8846879606875	0.00472124026357168
79225	7922501	15.0	2099.53875184275	0.002832744158143008
79225	7922501	30.0	524.8846879606875	0.005665488316286016
79224	7922401	10.0	0.0	0.16980988888888887
79224	7922401	20.0	0.0	0.17149877777777778
79224	7922401	25.0	0.0	0.1723432222222222
79224	7922401	15.0	0.0	0.17065433333333332
79224	7922401	30.0	0.0	0.17318766666666666
79480	7948001	10.0	893.194594594595	0.0012142282580771386
79480	7948001	20.0	893.194594594595	0.002428456516154277
79480	7948001	25.0	446.5972972972975	0.003035570645192846
79480	7948001	15.0	1786.38918918919	0.0018213423871157076
79480	7948001	30.0	446.5972972972975	0.0036426847742314153
79227	7922701	10.0	3958.9183980343973	0.004620937324988582
79227	7922701	20.0	3958.9183980343973	0.009241874649977165
79227	7922701	25.0	1979.4591990171987	0.011552343312471456
79227	7922701	15.0	7917.836796068795	0.006931405987482874
79227	7922701	30.0	1979.4591990171987	0.013862811974965748
79226	7922601	10.0	235.78222604422612	0.002000083765690562
79226	7922601	20.0	235.78222604422612	0.004000167531381124
79226	7922601	25.0	117.89111302211306	0.005000209414226403
79226	7922601	15.0	471.56445208845224	0.0030001256485358424
79226	7922601	30.0	117.89111302211306	0.006000251297071685
79482	7948201	10.0	3646.6462162162175	0.003442581183097766
79482	7948201	20.0	3646.6462162162175	0.006885162366195532
79482	7948201	25.0	1823.3231081081087	0.008606452957744414
79482	7948201	15.0	7293.292432432435	0.0051638717746466485
79482	7948201	30.0	1823.3231081081087	0.010327743549293297
75386	7538601	10.0	2947.394000000005	0.002160076131915598
75386	7538601	20.0	2947.394000000005	0.004320152263831196
75386	7538601	25.0	1473.6970000000024	0.005400190329788995
75386	7538601	15.0	5894.78800000001	0.0032401141978733966
75386	7538601	30.0	1473.6970000000024	0.006480228395746793
79231	7923101	10.0	1049.769375921375	0.001242431648308337
79231	7923101	20.0	1049.769375921375	0.002484863296616674
79231	7923101	25.0	524.8846879606875	0.0031060791207708424
79231	7923101	15.0	2099.53875184275	0.0018636474724625055
79231	7923101	30.0	524.8846879606875	0.003727294944925011
79487	7948701	10.0	1645.783783783786	0.001174939855386643
79487	7948701	20.0	1645.783783783786	0.002349879710773286
79487	7948701	25.0	822.891891891893	0.0029373496384666074
79487	7948701	15.0	3291.567567567572	0.0017624097830799645
79487	7948701	30.0	822.891891891893	0.003524819566159929
