Link	LinkState	VOT	VOTFlow	TotalCostForThisVOT
79235	7923501	0.35	1094.839254348	0.29667689594415086
79235	7923501	1.0	0.0	0.8476482741261454
79235	7923501	0.17	2575.6033562279963	0.14410020660144474
79235	7923501	0.45	7.789384715999986	0.38144172335676546
79235	7923501	0.9	0.0	0.7628834467135309
79237	7923701	0.35	282.49145707906587	0.08958719261958097
79237	7923701	1.0	6.747239016000013	0.25596340748451707
79237	7923701	0.17	645.5016861944	0.0435137792723679
79237	7923701	0.45	3336.7467256857967	0.11518353336803268
79237	7923701	0.9	1995.817028631664	0.23036706673606536
75397	7539701	0.35	1399.1426687699982	0.15760959213976253
75397	7539701	1.0	2.310756895999994	0.45031312039932153
75397	7539701	0.17	3282.6983836219956	0.07655323046788466
75397	7539701	0.45	3278.233081711995	0.2026409041796947
75397	7539701	0.9	47.67409795	0.4052818083593894
75399	7539901	0.35	1399.1426687699982	0.05889010903828717
75399	7539901	1.0	2.310756895999994	0.1682574543951062
75399	7539901	0.17	3282.6983836219956	0.028603767247168056
75399	7539901	0.45	3278.233081711995	0.07571585447779779
75399	7539901	0.9	47.67409795	0.15143170895559557
79497	7949701	0.35	128.54415226781305	0.15881545054401902
79497	7949701	1.0	439.91873032799896	0.3346190015543401
79497	7949701	0.17	11.784324090000025	0.11013139026423782
79497	7949701	0.45	5057.681556433126	0.18586215069945305
79497	7949701	0.9	8471.054122684993	0.3075723013989061
79499	7949901	0.35	0.06132485333333316	0.13800010029794774
79499	7949901	1.0	0.002685760000000003	0.3942860008512793
79499	7949901	0.17	53.77529388000002	0.06702862014471749
79499	7949901	0.45	0.10842157333333306	0.17742870038307568
79499	7949901	0.9	0.051716866666666764	0.35485740076615135
79498	7949801	0.35	22.93549514666657	0.039200003127602995
79498	7949801	1.0	4.02595424	0.11200000893600856
79498	7949801	0.17	0.1077661200000001	0.019040001519121455
79498	7949801	0.45	81.2077584266668	0.050400004021203856
79498	7949801	0.9	77.52358313333302	0.10080000804240771
79245	7924501	0.35	981.164865315131	0.19891136295620038
79245	7924501	1.0	0.20558322399999943	0.5683181798748582
79245	7924501	0.17	2297.2069450805925	0.0966140905787259
79245	7924501	0.45	3106.0164931296686	0.2557431809436862
79245	7924501	0.9	3.9587007716666585	0.5114863618873724
79245	7924502	0.35	1.1943260690666682	0.39415250000035335
79245	7924502	1.0	0.058738063999999986	1.1261500000010096
79245	7924502	0.17	15.258351469199987	0.19144550000017166
79245	7924502	0.45	2.371199702666667	0.5067675000004543
79245	7924502	0.9	1.1310573633333334	1.0135350000009087
79245	7924503	0.35	140.16640933073313	0.15766273331439426
79245	7924503	1.0	0.058738063999999986	0.45046495232684075
79245	7924503	0.17	328.17242072579955	0.07657904189556293
79245	7924503	0.45	714.8087133338672	0.20270922854707835
79245	7924503	0.9	1.1310573633333334	0.4054184570941567
79500	7950001	0.35	954.4716850928758	0.1540695696734678
79500	7950001	1.0	0.24669986879999936	0.44019877049562234
79500	7950001	0.17	2352.151088363998	0.0748337909842558
79500	7950001	0.45	1533.726931426749	0.19808944672303005
79500	7950001	0.9	4.7504409260000005	0.3961788934460601
79246	7924601	0.35	1094.839254348	0.021976066366233397
79246	7924601	1.0	0.0	0.06278876104638113
79246	7924601	0.17	2575.6033562279963	0.010674089377884794
79246	7924601	0.45	7.789384715999986	0.02825494247087151
79246	7924601	0.9	0.0	0.05650988494174302
75409	7540901	0.35	1094.839254348	0.29118287935259257
75409	7540901	1.0	0.0	0.8319510838645502
75409	7540901	0.17	2575.6033562279963	0.14143168425697356
75409	7540901	0.45	7.789384715999986	0.37437798773904757
75409	7540901	0.9	0.0	0.7487559754780951
90001	9000101	0.35	22.996819999999936	0.0
90001	9000101	1.0	4.0286399999999905	0.0
90001	9000101	0.17	53.883059999999965	0.0
90001	9000101	0.45	81.31618000000002	0.0
90001	9000101	0.9	77.57529999999984	0.0
75411	7541101	0.35	5.874389023999995	0.14498160477965755
75411	7541101	1.0	4.759541472000007	0.41423315651330733
75411	7541101	0.17	3.441019847999997	0.07041963660726225
75411	7541101	0.45	3881.710050139999	0.1864049204309883
75411	7541101	0.9	1954.3637461799974	0.3728098408619766
90003	9000301	0.35	0.0	0.0
90003	9000301	1.0	0.0	0.0
90003	9000301	0.17	0.0	0.0
90003	9000301	0.45	0.0	0.0
90003	9000301	0.9	0.0	0.0
90002	9000201	0.35	35.12229364182925	0.0
90002	9000201	1.0	443.944684567999	0.0
90002	9000201	0.17	8.720866154000015	0.0
90002	9000201	0.45	4534.895122717803	0.0
90002	9000201	0.9	8548.536332324984	0.0
79509	7950901	0.35	0.0	0.17400005
79509	7950901	1.0	0.0	0.497143
79509	7950901	0.17	0.0	0.08451431000000001
79509	7950901	0.45	0.0	0.22371435
79509	7950901	0.9	0.0	0.4474287
90005	9000501	0.35	2537.7201849999988	0.0
90005	9000501	1.0	444.56411999999995	0.0
90005	9000501	0.17	5946.045104999992	0.0
90005	9000501	0.45	8973.315064999995	0.0
90005	9000501	0.9	8560.505524999988	0.0
75412	7541201	0.35	1399.1426687699982	0.07537095401913349
75412	7541201	1.0	2.310756895999994	0.21534558291180997
75412	7541201	0.17	3282.6983836219956	0.0366087490950077
75412	7541201	0.45	3278.233081711995	0.09690551231031448
75412	7541201	0.9	47.67409795	0.19381102462062896
90004	9000401	0.35	2502.597891358172	0.0
90004	9000401	1.0	0.6194354320000006	0.0
90004	9000401	0.17	5937.324238846001	0.0
90004	9000401	0.45	4438.41994228218	0.0
90004	9000401	0.9	11.969192675000018	0.0
79511	7951101	0.35	2502.597891358172	0.1405127266181817
79511	7951101	1.0	0.6194354320000006	0.40146493319480486
79511	7951101	0.17	5937.324238846001	0.06824903864311684
79511	7951101	0.45	4438.41994228218	0.18065921993766218
79511	7951101	0.9	11.969192675000018	0.36131843987532436
79510	7951001	0.35	4.8263641589333295	0.36164837043067205
79510	7951001	1.0	355.15574765439976	0.7457043440876345
79510	7951001	0.17	6.3424481119999925	0.2552944084948979
79510	7951001	0.45	3507.1172597458594	0.4207339048394355
79510	7951001	0.9	6838.82079116132	0.6866188096788711
79510	7951002	0.35	30.295929482895993	0.44605479032786705
79510	7951002	1.0	88.78893691359994	0.8101565437939059
79510	7951002	0.17	2.3784180420000007	0.345226612444964
79510	7951002	0.45	1027.777862971955	0.5020704447072577
79510	7951002	0.9	1709.7155411636647	0.7541408894145153
79899	7989901	0.35	5.874389023999995	0.05003516322340659
79899	7989901	1.0	4.759541472000007	0.14295760920973313
79899	7989901	0.17	3.441019847999997	0.024302793565654634
79899	7989901	0.45	3881.710050139999	0.06433092414437991
79899	7989901	0.9	1954.3637461799974	0.12866184828875982
79515	7951501	0.35	116.35735377265058	0.07280133590948602
79515	7951501	1.0	0.0	0.2080038168842458
79515	7951501	0.17	3.1712240559999962	0.03536064887032179
79515	7951501	0.45	603.9941921419722	0.09360171759791061
79515	7951501	0.9	0.041373493333333386	0.18720343519582122
79258	7925801	0.35	901.0409660752268	0.09712696632522899
79258	7925801	1.0	0.2643212880000002	0.27750561807208285
79258	7925801	0.17	2636.2316347757587	0.04717595507225409
79258	7925801	0.45	3064.8348750945597	0.12487752813243728
79258	7925801	0.9	5.089758135000001	0.24975505626487457
79517	7951701	0.35	0.2937194512000001	0.11462133024577909
79517	7951701	1.0	0.0	0.32748951498794027
79517	7951701	0.17	1174.8377992119968	0.05567321754794985
79517	7951701	0.45	0.0	0.14737028174457312
79517	7951701	0.9	0.0	0.29474056348914623
79901	7990101	0.35	1399.1426687699982	0.04223430635667959
79901	7990101	1.0	2.310756895999994	0.12066944673337025
79901	7990101	0.17	3282.6983836219956	0.020513805944672944
79901	7990101	0.45	3278.233081711995	0.054301251030016616
79901	7990101	0.9	47.67409795	0.10860250206003323
79900	7990001	0.35	0.7342986279999993	0.08127973631838298
79900	7990001	1.0	188.19484252799967	0.23222781805252282
79900	7990001	0.17	1.7205099239999986	0.03947872906892888
79900	7990001	0.45	5.1929231440000025	0.10450251812363527
79900	7990001	0.9	1761.1566838199997	0.20900503624727054
79260	7926001	0.35	1485.1382466569573	0.026633807344691285
79260	7926001	1.0	0.35242838399999954	0.07609659241340368
79260	7926001	0.17	3247.5871059822384	0.012936420710278626
79260	7926001	0.45	769.4824534723078	0.034243466586031654
79260	7926001	0.9	6.786344180000018	0.06848693317206331
79516	7951601	0.35	0.0	0.11999995
79516	7951601	1.0	0.0	0.342857
79516	7951601	0.17	0.0	0.05828569000000001
79516	7951601	0.45	0.0	0.15428565000000002
79516	7951601	0.9	0.0	0.30857130000000005
79903	7990301	0.35	14.132754229999996	0.1560085080620464
