Iter. #	RelGap	SPTT	TSTT	SORobjective	Runtime
52	0.001383533825198402	5.967852302466349E7	5.9761090279906E7	5.9755829537410624E7	0.000 s
53	0.003348528273235507	5.954746336789955E7	5.974685973258642E7	5.974165258160057E7	0.000 s
54	0.0015537758140917735	5.965814522874057E7	5.975084061191057E7	5.974559968792446E7	0.000 s
55	0.002459082652368938	5.961744121447206E7	5.976404542994119E7	5.9758771983806655E7	0.000 s
56	0.00234013107445441	5.9604544061312184E7	5.974402650704874E7	5.973880396022576E7	0.000 s
57	0.0012726323491953906	5.967653458185955E7	5.97524808702563E7	5.974722663462659E7	0.000 s
58	0.00201743771780194	5.961652284115003E7	5.973679546293397E7	5.973156573161495E7	0.000 s
59	0.0014664991051094312	5.965885770457316E7	5.974634736600877E7	5.97410871624711E7	0.000 s
60	0.0027412839221465646	5.956863834050476E7	5.973193289105175E7	5.972671991157406E7	0.000 s
61	0.0011812168966851555	5.966701988960827E7	5.973749958167672E7	5.973225686652368E7	0.000 s
62	0.0024162017156090787	5.960613898865035E7	5.975015944393556E7	5.9744887968047276E7	0.000 s
63	0.0018851401684860658	5.961896540576139E7	5.973135551225137E7	5.972612915720001E7	0.015 s
64	0.0011946292520661483	5.966894435603622E7	5.9740226622403845E7	5.973497215997235E7	0.000 s
65	0.0017815877326556873	5.96200863111499E7	5.9726304725541726E7	5.972107276981374E7	0.000 s
66	0.0012644719074939026	5.9659844764946975E7	5.97352829626577E7	5.9730023850556284E7	0.000 s
67	0.002434079076326423	5.957713698626478E7	5.972215244883048E7	5.971693553563968E7	0.000 s
68	0.0010465847353453572	5.966546821096646E7	5.972791317922329E7	5.972266969578162E7	0.000 s
69	0.0021258864855120407	5.9612611397791415E7	5.973934104272807E7	5.9734071770513475E7	0.000 s
70	0.001682434963345969	5.962237067366755E7	5.97226814346865E7	5.9717452673895314E7	0.000 s
71	0.001084884306235212	5.966630643442869E7	5.9731037473890424E7	5.972578345082482E7	0.000 s
72	0.0014126713308384442	5.963489580417455E7	5.971914031179464E7	5.9713899387937516E7	0.000 s
73	0.0014062858676680001	5.964435794996205E7	5.972823496763322E7	5.9722969652163E7	0.000 s
74	0.0020074653055448533	5.9595398698500544E7	5.9715034393757895E7	5.9709807315705076E7	0.000 s
75	7.663893495468699E-4	5.967572348336512E7	5.972145832226927E7	5.971620732473067E7	0.000 s
76	0.0021828497260538704	5.960237137803951E7	5.973247439807422E7	5.9727200118902795E7	0.000 s
77	0.0013469486715451673	5.963613486020126E7	5.9716461672827296E7	5.971122423964497E7	0.000 s
78	0.0011774596201854504	5.9654679575857654E7	5.9724920552213326E7	5.971966026595546E7	0.000 s
79	0.0019090887162891423	5.959922735036909E7	5.971300756280323E7	5.970778299836918E7	0.000 s
80	7.450852655304097E-4	5.967464848842464E7	5.971911118973906E7	5.9713864187892765E7	0.000 s
81	0.0019170055377097928	5.961497631374106E7	5.972925855346494E7	5.9723989675141744E7	0.000 s
82	0.0012942532795952033	5.963763798256857E7	5.971482419111482E7	5.97095898176598E7	0.000 s
83	0.0011588851947932355	5.965357987826484E7	5.972271152880217E7	5.971745565843807E7	0.000 s
84	0.0010719159664043243	5.964784256547406E7	5.971178004028157E7	5.9706535397521086E7	0.000 s
85	0.0013087531078239678	5.964212288534278E7	5.972017969902619E7	5.971491419344144E7	0.000 s
86	0.0015903906467908957	5.961351036975709E7	5.9708319139071524E7	5.970308647491716E7	0.000 s
87	6.739876692074542E-4	5.9674494322454214E7	5.971471419579374E7	5.970946101471097E7	0.000 s
88	0.0013654299426719696	5.962462711937942E7	5.970604037056887E7	5.970079652948016E7	0.000 s
89	7.752820026205587E-4	5.966671020898746E7	5.971296873556807E7	5.970770497085535E7	0.000 s
90	0.001856287752894925	5.959260570506351E7	5.9703226729196906E7	5.969799431033489E7	0.000 s
91	8.352680807197643E-4	5.9658535602713406E7	5.970836647324483E7	5.9703114446592376E7	0.000 s
92	0.0014324669174587967	5.963121502752198E7	5.971663477029678E7	5.971136356679435E7	0.000 s
93	0.001316298645652747	5.9626424210860655E7	5.9704910392294526E7	5.9699669593351915E7	0.000 s
94	6.965998129642159E-4	5.966988608241497E7	5.971145211389957E7	5.97061924297843E7	0.000 s
95	0.001137539537459542	5.963479872890533E7	5.9702635670267895E7	5.969738842178586E7	0.000 s
96	9.001218279651724E-4	5.965584765172851E7	5.97095451823656E7	5.970427951418334E7	0.000 s
97	0.0015946059893019449	5.960475894052675E7	5.969980504612421E7	5.969456845798554E7	0.000 s
98	6.546596957535122E-4	5.966610159585467E7	5.970516258777221E7	5.969990784982056E7	0.000 s
99	0.0015072486975997723	5.962332543598118E7	5.971319261559112E7	5.970792009823078E7	0.000 s
100	0.0011030699281866507	5.963599775313931E7	5.970178042889821E7	5.9696536179551624E7	0.016 s
101	7.525859278125768E-4	5.966340771805979E7	5.9708309559113756E7	5.970304778106062E7	0.000 s
102	0.001523276416174335	5.960878337592223E7	5.969958402983563E7	5.969434745237313E7	0.000 s
103	6.288336359718816E-4	5.9667232964787245E7	5.970475372784087E7	5.969949989015743E7	0.000 s
104	0.0013615711575596379	5.963115301294078E7	5.971234507097523E7	5.9707074308220744E7	0.000 s
105	0.00105822686209045	5.9638598331070915E7	5.9701709497842275E7	5.969646562719118E7	0.000 s
106	8.043169753981783E-4	5.9659950040845364E7	5.9707935551414624E7	5.970267498315069E7	0.000 s
107	8.914316789012666E-4	5.964672784243075E7	5.96998988251723E7	5.9694647092653655E7	0.000 s
108	9.095320702854348E-4	5.965217623557579E7	5.970643180292436E7	5.970116375837318E7	0.000 s
109	0.0013018030264453362	5.9619717746342435E7	5.969733087534044E7	5.969208870172029E7	0.000 s
110	4.7060131986875753E-4	5.9674538240341574E7	5.970262115680004E7	5.969736288275439E7	0.015 s
111	0.0014524971607021708	5.962341422503553E7	5.9710017064908765E7	5.97047429831726E7	0.000 s
112	8.738126902934074E-4	5.964748177255736E7	5.9699602499074265E7	5.969435364344385E7	0.000 s
113	8.160283612324015E-4	5.96571113210055E7	5.970579321579263E7	5.970052875065892E7	0.000 s
114	7.42408670462158E-4	5.965331029765467E7	5.969759743244143E7	5.969234490238777E7	0.000 s
115	9.9291648607025E-4	5.9644772398440495E7	5.970399467626281E7	5.969872684278857E7	0.000 s
116	0.001128737865418783	5.962774698891789E7	5.969505108477388E7	5.9689807545642875E7	0.000 s
117	4.5960099465358617E-4	5.967292031221053E7	5.9700346045739904E7	5.969508738953245E7	0.000 s
118	9.730820652749106E-4	5.963593118576038E7	5.9693961840843216E7	5.96887101765555E7	0.000 s
119	6.084398401540181E-4	5.966322540891318E7	5.9699526892244056E7	5.969426043595874E7	0.000 s
120	0.0013438953890709815	5.9611659136121444E7	5.969177096996935E7	5.96865279798377E7	0.000 s
121	5.875706760039012E-4	5.9661268375115335E7	5.9696323586905755E7	5.969106597902522E7	0.000 s
122	0.0011059514008082694	5.9636667065589085E7	5.970262232106981E7	5.9697350337056056E7	0.000 s
123	9.525937125867134E-4	5.963695218743531E7	5.969376197312689E7	5.9688512923539475E7	0.000 s
124	5.045893463133666E-4	5.966896708294611E7	5.969907540804168E7	5.969381214649967E7	0.000 s
125	0.0012826308641216144	5.961582194645731E7	5.969228703967582E7	5.968704236046241E7	0.000 s
126	5.564150339778529E-4	5.966352892485954E7	5.96967266093335E7	5.969146791059379E7	0.000 s
127	0.0010250446924129353	5.964164162523902E7	5.970277697343377E7	5.969750447769994E7	0.000 s
128	9.087563369796214E-4	5.964015156224305E7	5.9694349927913666E7	5.9689099467705265E7	0.000 s
129	5.868777371371703E-4	5.9664471858140215E7	5.969948760837181E7	5.96942235023838E7	0.000 s
130	7.85440139493998E-4	5.9646024942498E7	5.96928733246491E7	5.96876183145634E7	0.000 s
131	6.495143654468016E-4	5.965944569996663E7	5.9698195366983354E7	5.969292695605217E7	0.000 s
132	0.001124820629031964	5.962375956002066E7	5.969082559475422E7	5.968557851532632E7	0.000 s
133	4.405995916767491E-4	5.9669013134896845E7	5.969530327771983E7	5.9690042940408826E7	0.000 s
134	0.001102901454327565	5.9635445815742776E7	5.970121783566243E7	5.969594443983495E7	0.000 s
135	7.750365907774892E-4	5.964671442864152E7	5.969294281484337E7	5.968769031014891E7	0.000 s
136	6.014819360355972E-4	5.966214838035361E7	5.969803408486947E7	5.969276865709868E7	0.000 s
137	6.611125679774066E-4	5.9652233449936464E7	5.969167029117814E7	5.968641350085719E7	0.000 s
138	7.442254111009738E-4	5.9652524116499804E7	5.969691904078362E7	5.969164954732633E7	0.000 s
139	9.838626788993832E-4	5.963094427283292E7	5.9689612933410496E7	5.9684363697268106E7	0.000 s
140	3.384444003016185E-4	5.9673900712594986E7	5.969409701013532E7	5.9688835199288934E7	0.000 s
141	8.324036984181937E-4	5.9647663512449E7	5.969731444815876E7	5.969204389441615E7	0.000 s
142	8.851654392252328E-4	5.963708402267018E7	5.9689872708343215E7	5.968462198842854E7	0.000 s
143	3.9945760010384745E-4	5.967063964102086E7	5.9694475531528525E7	5.968921251302171E7	0.000 s
144	7.621324386843931E-4	5.964367242588627E7	5.96891288034043E7	5.968387153606467E7	0.000 s
145	5.220813271766822E-4	5.966275516798375E7	5.969390397838486E7	5.9688634628735095E7	0.000 s
146	0.0010681001308419091	5.962358447957009E7	5.968726843795398E7	5.968201836668797E7	0.000 s
147	4.5100378283180476E-4	5.966444702893496E7	5.969135592024558E7	5.968609388289238E7	0.000 s
148	9.337464545302598E-4	5.964092803931643E7	5.969661754441804E7	5.969134370378152E7	0.000 s
149	7.529513346313799E-4	5.96443318798267E7	5.968924115911881E7	5.968398623643255E7	0.000 s
150	4.389846701586819E-4	5.9667637371262655E7	5.9693830549373224E7	5.968856393408754E7	0.000 s
151	0.0010272126739949705	5.9626711380052865E7	5.96879606936911E7	5.968270946215529E7	0.000 s
152	4.3030121091636175E-4	5.966627349477817E7	5.969194796451384E7	5.9686685170802794E7	0.000 s
153	8.728678632794473E-4	5.964497180790508E7	5.96970339870024E7	5.969175978324999E7	0.000 s
154	7.234939860196743E-4	5.9646803692469195E7	5.9689957796225995E7	5.968470189456347E7	0.000 s
155	5.121102672394073E-4	5.966385848594411E7	5.969441296045788E7	5.9689145752182774E7	0.000 s
156	6.240286533636397E-4	5.965163012763086E7	5.968885445405035E7	5.968359483592803E7	0.000 s
157	5.641813544288166E-4	5.9659772883731075E7	5.9693431815201536E7	5.968816105924666E7	0.000 s
158	9.082103006277098E-4	5.963293498611385E7	5.968709423192489E7	5.9681841289804116E7	0.000 s
159	3.399738719036538E-4	5.967079380999188E7	5.969108032080303E7	5.968581633958178E7	0.015 s
160	9.451183106323757E-4	5.963969919478098E7	5.969606576653058E7	5.969079088506542E7	0.000 s
161	6.206399639265836E-4	5.965207729381013E7	5.96890997569099E7	5.968384238105392E7	0.000 s
162	5.281702948682909E-4	5.9661994737484954E7	5.9693506430837885E7	5.968823824911765E7	0.000 s
163	5.274569922537609E-4	5.965665960485304E7	5.968812592709612E7	5.968286501356801E7	0.000 s
164	6.478506641192094E-4	5.9653992901706874E7	5.9692639780625604E7	5.968736821552406E7	0.000 s
165	7.998612598845156E-4	5.963865753152578E7	5.9686360183276765E7	5.96811056765966E7	0.000 s
166	2.898168124187972E-4	5.967303582962195E7	5.969033007865344E7	5.968506501068041E7	0.000 s
167	6.954022042855446E-4	5.964433876306253E7	5.968581556771152E7	5.968055546640338E7	0.000 s
168	3.8560110057694885E-4	5.966690512429912E7	5.968991274858306E7	5.968464224596539E7	0.000 s
169	9.631153844278373E-4	5.9626847263615265E7	5.968427479753978E7	5.967902057995198E7	0.000 s
170	3.7583962908160906E-4	5.9672437920841895E7	5.9694865187776454E7	5.9689594407727E7	0.000 s
171	9.443392631007796E-4	5.963289292847206E7	5.96892066106367E7	5.968395228232876E7	0.000 s
172	4.184482291735847E-4	5.966778369752254E7	5.969275157594948E7	5.968748705587727E7	0.000 s
173	7.301322330475202E-4	5.9653598265356734E7	5.969715328026754E7	5.9691878686939925E7	0.000 s
174	6.774093202737141E-4	5.965054425553434E7	5.969095209017244E7	5.9685693685338035E7	0.000 s
175	3.9172855482205726E-4	5.967148751505689E7	5.9694862540625244E7	5.9689594143174954E7	0.000 s
176	5.941538997642493E-4	5.965449711264666E7	5.968994106474462E7	5.968468006320973E7	0.000 s
177	4.5467857821090973E-4	5.966681231655122E7	5.969394153794169E7	5.968867067209733E7	0.000 s
178	8.460485971826248E-4	5.963787149740855E7	5.968832803492789E7	5.968307297067587E7	0.000 s
179	3.424699524030572E-4	5.967142905380586E7	5.969186472527374E7	5.968659987419166E7	0.000 s
180	7.939829366960804E-4	5.96488291597877E7	5.969618931233447E7	5.969091478377242E7	0.000 s
181	5.916002791812591E-4	5.965478838950981E7	5.9690080178975545E7	5.968482120899439E7	0.000 s
182	4.07958114138518E-4	5.966960694111904E7	5.969394964143812E7	5.968868106841817E7	0.000 s
183	5.094902931583878E-4	5.965886945243096E7	5.968926506731778E7	5.968400296593753E7	0.000 s
184	5.333408149446051E-4	5.9661400101212464E7	5.969321996096318E7	5.968794837860689E7	0.000 s
185	7.520851826547936E-4	5.9642794543634295E7	5.968765100566269E7	5.968239462764529E7	0.000 s
186	2.6907402217690723E-4	5.9675118190178156E7	5.969117521425347E7	5.968590942681995E7	0.016 s
187	8.58788248544684E-4	5.964420458310734E7	5.969542632509711E7	5.969015122942397E7	0.000 s
188	5.090934143723302E-4	5.965903122767605E7	5.968940324758189E7	5.968414313111557E7	0.000 s
189	4.672611668670168E-4	5.966535216842008E7	5.969323147049582E7	5.968796211464902E7	0.000 s
190	7.370058290669945E-4	5.964410590876719E7	5.968806396249144E7	5.968280811372108E7	0.000 s
191	2.726186415804577E-4	5.967522861187351E7	5.969149719163368E7	5.968623217827787E7	0.000 s
192	3.080790531282407E-4	5.967205517999224E7	5.969043889025031E7	5.968517283922121E7	0.000 s
193	7.504410800125427E-4	5.964975029131954E7	5.9694513914350644E7	5.968923884733729E7	0.000 s
194	5.403956347120875E-4	5.9656522710393056E7	5.968876083484786E7	5.968350028121802E7	0.000 s
195	3.911541870591506E-4	5.966909933814731E7	5.969243915619148E7	5.968716965118859E7	0.000 s
196	4.6442907575761083E-4	5.966031580933357E7	5.96880237946643E7	5.968276033463786E7	0.000 s
197	5.078193874241688E-4	5.9661477785879865E7	5.969177504098191E7	5.9686502735751554E7	0.000 s
198	6.910586356148052E-4	5.964527696483835E7	5.968649534855854E7	5.968123724800448E7	0.000 s
199	2.4093314328110793E-4	5.967549201153787E7	5.9689869815405056E7	5.968460293192449E7	0.000 s
200	8.126648710766737E-4	5.964540602964692E7	5.969387775584832E7	5.968860217771187E7	0.000 s
201	4.653032768466847E-4	5.966044289850889E7	5.96882030980877E7	5.9682941527921915E7	0.000 s
202	4.467583046372514E-4	5.966518475646509E7	5.969184067325276E7	5.968657046851072E7	0.000 s
203	6.785677807825685E-4	5.964645430732263E7	5.96869284694535E7	5.968167090672303E7	0.000 s
204	2.5948627594507556E-4	5.9674734528499976E7	5.969021930313078E7	5.9684953171152666E7	0.000 s
205	5.94522024152111E-4	5.965097166827464E7	5.9686435484693505E7	5.968117339943295E7	0.000 s
206	2.494889153628055E-4	5.96749218457495E7	5.968981007727516E7	5.968453952843052E7	0.000 s
207	8.027990912267136E-4	5.9637391141390406E7	5.9685267984801844E7	5.968000983416326E7	0.000 s
208	3.701404285825216E-4	5.96662274367831E7	5.968831231977845E7	5.9683045768321685E7	0.000 s
209	5.562303707993266E-4	5.965875626714936E7	5.969194027926926E7	5.968666540777141E7	0.000 s
210	5.845717341745882E-4	5.965197132193558E7	5.968684217825818E7	5.968158070813592E7	0.000 s
211	2.900501216911433E-4	5.967282539974496E7	5.9690133510013804E7	5.968486377489213E7	0.000 s
212	5.137780129993441E-4	5.965551683132103E7	5.9686166524223074E7	5.9680902376781635E7	0.000 s
213	3.3623869479559865E-4	5.9669459297680914E7	5.968952247879433E7	5.968425015695402E7	0.000 s
214	7.213664453111779E-4	5.964183672293237E7	5.968486034268102E7	5.967960087391227E7	0.000 s
215	3.0401547994629574E-4	5.966975772271023E7	5.968789825274258E7	5.968263066410827E7	0.000 s
216	6.23367870792535E-4	5.965429395733082E7	5.9691480527538635E7	5.9686204894572385E7	0.000 s
217	5.116579601853743E-4	5.965590683776522E7	5.968643025737084E7	5.968116759500164E7	0.000 s
218	3.1070060543503253E-4	5.9671156672519885E7	5.968969653702504E7	5.968442588176355E7	0.000 s
219	4.441737985292349E-4	5.965931717334792E7	5.968581627887447E7	5.968055103609311E7	0.000 s
220	4.090515006298645E-4	5.966473522586233E7	5.968914117534116E7	5.968386802444464E7	0.000 s
221	6.47259463137706E-4	5.9645860117445916E7	5.968446646484392E7	5.9679206037433274E7	0.000 s
222	2.4413569745607155E-4	5.967292131061407E7	5.968748960087748E7	5.9682221315129355E7	0.000 s
223	6.832153083065062E-4	5.965026775108074E7	5.969102172715286E7	5.968574565386305E7	0.000 s
224	4.454040918326907E-4	5.9659455709200345E7	5.968602827488973E7	5.968076476702272E7	0.000 s
225	3.566255469906743E-4	5.966798410712915E7	5.968926323459919E7	5.968399198739232E7	0.000 s
226	6.369734136992822E-4	5.964690591227495E7	5.968489940555049E7	5.967963951269392E7	0.000 s
227	2.424478579956535E-4	5.967338757698228E7	5.968785526197966E7	5.9682587682277285E7	0.000 s
228	6.360422973126223E-4	5.9653356350474544E7	5.969129840829011E7	5.968602320946748E7	0.000 s
229	4.3976452426108814E-4	5.966022226138756E7	5.968645871064765E7	5.968119579785495E7	0.000 s
230	3.8273263022103876E-4	5.966678071895303E7	5.968961714287442E7	5.9684346657124475E7	0.000 s
231	3.705437616734475E-4	5.9663871428246036E7	5.968597950360106E7	5.968071313309671E7	0.000 s
232	4.412924073156077E-4	5.966286752211472E7	5.96891962925509E7	5.96839224296245E7	0.000 s
233	5.637629889077012E-4	5.965105569438699E7	5.968468475183676E7	5.9679422957354E7	0.000 s
234	2.1998633759490183E-4	5.96745013583476E7	5.968762893334923E7	5.968235969111747E7	0.000 s
235	4.947953435685548E-4	5.965474433135535E7	5.968426122107227E7	5.967899601842585E7	0.000 s
236	2.546777467484773E-4	5.967206718034461E7	5.968726432795792E7	5.968199175545043E7	0.000 s
237	6.804990743043415E-4	5.9642546556773804E7	5.9683133254494846E7	5.967787202656916E7	0.000 s
238	3.0381503477783234E-4	5.9667751838130035E7	5.968587979822985E7	5.968061124586501E7	0.000 s
239	5.171171873490366E-4	5.965822020587875E7	5.968907049691386E7	5.968379468165982E7	0.000 s
240	4.915146274742099E-4	5.965525607379927E7	5.9684577504765265E7	5.967931341265455E7	0.000 s
241	2.447107032648166E-4	5.967290802418919E7	5.9687510623477645E7	5.968223931041737E7	0.000 s
242	4.3076927530516507E-4	5.965835410724116E7	5.968405309320584E7	5.967878667881144E7	0.000 s
243	3.2546681571399283E-4	5.966761460810649E7	5.9687034436634235E7	5.968176087056376E7	0.000 s
244	6.130028931978782E-4	5.964631850397769E7	5.9682881869789235E7	5.967761957511164E7	0.000 s
245	2.479761109388523E-4	5.967082146546165E7	5.968561840370519E7	5.968034899908774E7	0.000 s
246	5.772360138749377E-4	5.965433822643821E7	5.968877285884639E7	5.968349640232943E7	0.000 s
247	4.304493074056559E-4	5.965863806935488E7	5.968431808879259E7	5.967905302444034E7	0.000 s
248	2.824463618376072E-4	5.9670375181651905E7	5.9687228862031445E7	5.9681956785308145E7	0.000 s
249	6.043226611647246E-4	5.9647258836524986E7	5.9683305026716255E7	5.967804325466362E7	0.000 s
250	2.4636047241255454E-4	5.967128568884207E7	5.968598633497384E7	5.968071759365232E7	0.000 s
251	5.364738243125444E-4	5.9657064915803656E7	5.96890693695663E7	5.968379371473007E7	0.000 s
252	4.255795351053582E-4	5.9659348678557545E7	5.968473847643285E7	5.967947398363185E7	0.000 s
253	3.1436554877806167E-4	5.966882927840355E7	5.96875871026646E7	5.968231573435884E7	0.000 s
254	3.6292250318403774E-4	5.966268301540012E7	5.9684335945666745E7	5.9679068321981676E7	0.000 s
255	3.6129896101022574E-4	5.966567588811581E7	5.968723303482216E7	5.968195860209649E7	0.000 s
256	5.387529660849655E-4	5.9651034089760594E7	5.968317126130649E7	5.967790781073268E7	0.016 s
257	1.9261266493408868E-4	5.9674348985978544E7	5.968584302136494E7	5.9680572798644945E7	0.000 s
258	4.097191517005161E-4	5.966306759039554E7	5.968751269183652E7	5.968223819296374E7	0.000 s
259	4.916246200585839E-4	5.9654123234050274E7	5.968345066972014E7	5.967818679054221E7	0.000 s
260	2.1437826209336208E-4	5.9673359165165566E7	5.968615183619667E7	5.968088126496924E7	0.000 s
261	4.302412483823126E-4	5.965742059742274E7	5.9683087680535845E7	5.967782075004675E7	0.000 s
262	2.4483685430354285E-4	5.967122599828817E7	5.9685835713554025E7	5.968056215398634E7	0.000 s
263	5.977506631567042E-4	5.964639988646285E7	5.96820535615499E7	5.967679022453323E7	0.000 s
264	2.591346180103038E-4	5.966913048211598E7	5.968459281945046E7	5.967932289010307E7	0.000 s
265	4.81589904791635E-4	5.965876107012451E7	5.968749212718826E7	5.968221565545202E7	0.000 s
266	4.2856287442050167E-4	5.965784247145547E7	5.9683409607906766E7	5.967814371159593E7	0.000 s
267	2.3704262360269013E-4	5.9671954256452374E7	5.968609905304482E7	5.968082664837427E7	0.000 s
268	3.742906508288346E-4	5.966061894851759E7	5.968294936041268E7	5.967768138147276E7	0.000 s
269	3.090725672656447E-4	5.966723592539336E7	5.968567743118247E7	5.968040300022364E7	0.000 s
270	5.37556108341164E-4	5.964984459361117E7	5.968190973193407E7	5.9676645260751285E7	0.000 s
271	2.0841396137916135E-4	5.967200278631351E7	5.9684439264797635E7	5.967916837639705E7	0.000 s
272	5.394688878077591E-4	5.9655127500420384E7	5.9687309585705064E7	5.968203232744619E7	0.000 s
273	3.735705475476081E-4	5.96609688096284E7	5.968325639041383E7	5.96779894383103E7	0.000 s
274	2.727431487912213E-4	5.966965261029607E7	5.968592709923629E7	5.9680653809521414E7	0.000 s
275	5.311199886441909E-4	5.965064129432145E7	5.968232294224831E7	5.967705898381561E7	0.000 s
276	2.0775983588805502E-4	5.967240767022216E7	5.9684805199846774E7	5.967953493900836E7	0.000 s
277	4.885887236401043E-4	5.965832262295815E7	5.968747100666301E7	5.968219502863634E7	0.000 s
278	3.798578800455754E-4	5.966087238283417E7	5.9683535035339184E7	5.967826917281443E7	0.000 s
279	2.9312291800942525E-4	5.966865417168189E7	5.968614442170639E7	5.9680872331636764E7	0.000 s
280	3.234674815009164E-4	5.966388681351174E7	5.968318614071586E7	5.967791744889285E7	0.000 s
281	3.305430586810765E-4	5.9666112731902495E7	5.968583495130451E7	5.968056008652374E7	0.000 s
282	4.8163681721447027E-4	5.965342073790409E7	5.968215202160424E7	5.967688690859277E7	0.000 s
